Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua B, 10 - Luzia, Aracaju - SE",216,3,4,"
                  3
                ","
                            R$ 550.000
                    "
"Rua Accioly Porto - Jabotiana, Aracaju - SE",300,3,2,"
                  4
                ","
                            R$ 780.048
                    "
Nossa Senhora do Socorro - SE,78,3,1,"
                  1
                ","
                            R$ 150.045
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",500,2,2,"
                  4
                ","
                            R$ 1.600.157
                    "
"Praça Acrísio Garcez, 0 - Farolândia, Aracaju - SE",400,5,2,"
                  --
                ","
                            R$ 1.200.000
                    "
"Aruana, Aracaju - SE",180,2,1,"
                  2
                ","
                            R$ 270.000
                    "
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",233,3,5,"
                  4
                ","
                            R$ 970.022
                    "
"Rua Siriri, 1105 - Centro, Aracaju - SE",200,4,3,"
                  1
                ","
                            R$ 342.900
                    "
"Rua Seis, 0 - Soledade, Aracaju - SE",160,3,1,"
                  --
                ","
                            R$ 250.000
                    "
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,"
                  2
                ","
                            R$ 840.033
                    "
"Rua A, 77 - Olaria, Aracaju - SE",70,2,1,"
                  1
                ","
                            R$ 130.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
                            R$ 650.098
                    "
"Rua Professora Nair Siqueira de Menezes Costa, 259 - Robalo, Aracaju - SE",360,5,4,"
                  1
                ","
                            R$ 890.000
                    "
"Rua Aristides Bispo, 1105 - Getúlio Vargas, Aracaju - SE",210,4,3,"
                  --
                ","
                            R$ 400.000
                    "
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,"
                  1
                ","
                            R$ 310.167
                    "
"Avenida Maria Anamira Amado Batista Neta, 637 - Mosqueiro, Aracaju - SE",150,3,3,"
                  2
                ","
                            R$ 548.000
                    "
"Rua Artur Porfírio de Farias, 25 - Luzia, Aracaju - SE",180,3,2,"
                  2
                ","
                            R$ 460.000
                    "
"Atalaia, Aracaju - SE",479,6,6,"
                  --
                ","
                            R$ 8.400.000
                    "
"Avenida Pedro Calazans - Getúlio Vargas, Aracaju - SE",516,10,6,"
                  4
                ","
                            R$ 920.000
                    "
"Rua Rosalina - Farolândia, Aracaju - SE",290,4,3,"
                  2
                ","
                            R$ 550.000
                    "
"Avenida Doutor Tarcísio Daniel dos Santos - Farolândia, Aracaju - SE",250,5,3,"
                  1
                ","
                            R$ 480.079
                    "
"Rua Coronel Adelino Domingos da Silva, 30 - Farolândia, Aracaju - SE",162,3,1,"
                  1
                ","
                            R$ 320.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
                            R$ 650.124
                    "
"Grageru, Aracaju - SE",150,3,2,"
                  2
                ","
                            R$ 380.000
                    "
"Avenida Carlos Burlamarqui - Centro, Aracaju - SE",50,4,3,"
                  4
                ","
                            R$ 250.010
                    "
"Centro, Aracaju - SE",86,2,1,"
                  --
                ","
                            R$ 140.000
                    "
"Atalaia, Aracaju - SE",150,3,3,"
                  3
                ","
                            R$ 650.000
                    "
"Rua General João Augusto dos Reis - São Conrado, Aracaju - SE",162,3,3,"
                  2
                ","
                            R$ 400.008
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,"
                  1
                ","
                            R$ 250.007
                    "
"Rua da Concórdia, 10 - Atalaia, Aracaju - SE",365,3,5,"
                  4
                ","
                            R$ 1.500.000
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,"
                  3
                ","
                            R$ 380.188
                    "
"Aruana, Aracaju - SE",220,3,1,"
                  4
                ","
                            R$ 260.000
                    "
"Rua B, 100 - Aruana, Aracaju - SE",250,3,3,"
                  3
                ","
                            R$ 345.000
                    "
Barra dos Coqueiros - SE,250,4,4,"
                  2
                ","
                            R$ 1.700.089
                    "
"Via Formosa, 475 - Aruana, Aracaju - SE",168,3,1,"
                  3
                ","
                            R$ 330.000
                    "
"Rua Castro Alves, 0 - Ponto Novo, Aracaju - SE",300,3,2,"
                  --
                ","
                            R$ 500.000
                    "
"Rua Sargento José Valença Santos Leite, 200 - Aruana, Aracaju - SE",257,4,5,"
                  6
                ","
                            R$ 985.000
                    "
"Avenida Maria Anamira Amado Batista Neta - Zona de Expansao Mosqueiro, Aracaju - SE",123,3,4,"
                  4
                ","
                            R$ 532.142
                    "
Barra dos Coqueiros - SE,170,3,2,"
                  2
                ","
                            R$ 730.196
                    "
"Atalaia, Aracaju - SE",600,8,9,"
                  10
                ","
                            R$ 1.600.179
                    "
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
                            R$ 338.103
                    "
Barra dos Coqueiros - SE,83,3,2,"
                  2
                ","
                            R$ 338.071
                    "
"São José, Aracaju - SE",261,6,7,"
                  1
                ","
                            R$ 700.000
                    "
"Jabotiana, Aracaju - SE",200,4,3,"
                  3
                ","
                            R$ 500.000
                    "
"Rua Benjamin Fontes, 12547 - Luzia, Aracaju - SE",160,3,1,"
                  1
                ","
                            R$ 300.000
                    "
"Rua Coronel José Figueiredo de Albuquerque - Coroa do Meio, Aracaju - SE",352,3,2,"
                  2
                ","
                            R$ 900.088
                    "
"Avenida Augusto Franco - Ponto Novo, Aracaju - SE",253,4,3,"
                  3
                ","
                            R$ 799.019
                    "
"Rua Construtor Genival Maciel, 150 - Coroa do Meio, Aracaju - SE",294,4,1,"
                  4
                ","
                            R$ 800.000
                    "
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
                            R$ 190.007
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",180,3,1,"
                  2
                ","
                            R$ 660.165
                    "
"São Conrado, Aracaju - SE",160,3,2,"
                  1
                ","
                            R$ 270.000
                    "
Barra dos Coqueiros - SE,170,3,2,"
                  2
                ","
                            R$ 730.093
                    "
"Rua Albino Rufino de Santana, 30 - Farolândia, Aracaju - SE",260,4,4,"
                  2
                ","
                            R$ 550.000
                    "
"Travessa Marcelo da Cruz Santos, 12 - Palestina, Aracaju - SE",125,4,3,"
                  2
                ","
                            R$ 275.000
                    "
"Rua Dois, 0 - Coroa do Meio, Aracaju - SE",160,3,1,"
                  --
                ","
                            R$ 699.000
                    "
"Santos Dumont, Aracaju - SE",10,3,2,"
                  2
                ","
                            R$ 180.000
                    "
"Rua Dois, 0 - Coroa do Meio, Aracaju - SE",160,3,2,"
                  --
                ","
                            R$ 699.000
                    "
"Salgado Filho, Aracaju - SE",199,3,2,"
                  4
                ","
                            R$ 680.000
                    "
"Rua Dois, 92 - Aeroporto, Aracaju - SE",235,4,4,"
                  2
                ","
                            R$ 520.000
                    "
"Coroa do Meio, Aracaju - SE",474,5,6,"
                  3
                ","
                            R$ 650.000
                    "
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,"
                  3
                ","
                            R$ 180.134
                    "
"Rua Jornalista Evandro Barros, 376 - Luzia, Aracaju - SE",145,4,4,"
                  4
                ","
                            R$ 550.000
                    "
"Rua Manoel Vieira de Melo, 184 - Jardim Centenário, Aracaju - SE",180,2,1,"
                  --
                ","
                            R$ 200.000
                    "
"Rodovia dos Náufragos - Matapoã, Aracaju - SE",280,4,4,"
                  2
                ","
                            R$ 680.081
                    "
"Rua de Riachão - Suíssa, Aracaju - SE",174,3,1,"
                  --
                ","
                            R$ 190.136
                    "
"Rua Professora Iria Sá dos Santos - Aeroporto, Aracaju - SE",90,3,2,"
                  3
                ","
                            R$ 330.122
                    "
Barra dos Coqueiros - SE,105,3,2,"
                  2
                ","
                            R$ 485.182
                    "
"Rua Engenheiro Fook Mau - Farolândia, Aracaju - SE",135,3,3,"
                  2
                ","
                            R$ 500.196
                    "
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",130,4,2,"
                  2
                ","
                            R$ 150.199
                    "
"Atalaia, Aracaju - SE",420,5,3,"
                  4
                ","
                            R$ 650.000
                    "
"Rua José de Albuquerque Feijó, 1938 - Coroa do Meio, Aracaju - SE",88,2,2,"
                  4
                ","
                            R$ 850.000
                    "
"Avenida Inácio Barbosa, 0 - sao-jose-dos-naufragos, Aracaju - SE",1200,3,6,"
                  8
                ","
                            R$ 1.600.000
                    "
"Aeroporto, Aracaju - SE",356,5,4,"
                  2
                ","
                            R$ 370.000
                    "
Nossa Senhora do Socorro - SE,162,2,1,"
                  2
                ","
                            R$ 140.131
                    "
"Avenida Barão de Maruim - São José, Aracaju - SE",880,4,5,"
                  30
                ","
                            R$ 2.900.000
                    "
"Rua Capitão Isaías Alves de Souza, 5 - São Conrado, Aracaju - SE",160,3,3,"
                  2
                ","
                            R$ 400.000
                    "
"Centro, Aracaju - SE",150,4,2,"
                  2
                ","
                            R$ 400.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
                            R$ 650.087
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.087
                    "
São Cristóvão - SE,438,"
                --
              ",1,1,"
                            R$ 850.195
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.047
                    "
"Rua Eliza Correia Oliveira, 1 - Aruana, Aracaju - SE",256,4,2,4,"
                            R$ 430.000
                    "
"Grageru, Aracaju - SE",313,6,2,2,"
                            R$ 800.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.078
                    "
"Rua Estância, 1633 - Cirurgia, Aracaju - SE",290,3,3,3,"
                            R$ 400.000
                    "
"Santos Dumont, Aracaju - SE",200,3,2,2,"
                            R$ 350.000
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,4,"
                            R$ 545.045
                    "
"Rua Vereador João Calazans, 437 - Treze de Julho, Aracaju - SE",258,5,5,2,"
                            R$ 800.000
                    "
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
                            R$ 840.070
                    "
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",312,4,5,3,"
                            R$ 1.750.026
                    "
"Rua Sete de Setembro, 10 - Aeroporto, Aracaju - SE",180,2,1,2,"
                            R$ 230.000
                    "
Nossa Senhora do Socorro - SE,78,3,1,1,"
                            R$ 150.138
                    "
"Rua Dezenove de Janeiro, 103658 - Dezoito do Forte, Aracaju - SE",150,3,3,2,"
                            R$ 400.000
                    "
"Rua Carlos Gomes, 167 - Farolândia, Aracaju - SE",164,3,3,3,"
                            R$ 580.000
                    "
"Treze de Julho, Aracaju - SE",418,4,3,3,"
                            R$ 1.350.000
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.187
                    "
"Rua Poeta José Salles de Campos - Coroa do Meio, Aracaju - SE",750,5,4,3,"
                            R$ 1.450.143
                    "
"Atalaia, Aracaju - SE",257,4,6,3,"
                            R$ 1.000.000
                    "
"Avenida Inácio Barbosa - Zona de Expansao Mosqueiro, Aracaju - SE",750,5,5,4,"
                            R$ 1.400.037
                    "
"Rua Andréia Oliveira Passos, 80 - Cirurgia, Aracaju - SE",224,3,3,1,"
                            R$ 360.000
                    "
"Rua Paraguai, 87 - América, Aracaju - SE",121,3,1,"
                  --
                ","
                            R$ 185.000
                    "
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
                            R$ 840.088
                    "
"Rua Maria Valdeir Nascimento Lins, 99 - Grageru, Aracaju - SE",360,3,3,3,"
                            R$ 670.000
                    "
"Travessa São Francisco de Assis, 1 - Aruana, Aracaju - SE",495,6,8,7,"
                            R$ 1.550.000
                    "
"Rua I3, 63 - Bugio, Aracaju - SE",162,3,2,"
                  --
                ","
                            R$ 300.000
                    "
Barra dos Coqueiros - SE,282,4,5,4,"
                            R$ 1.550.194
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.081
                    "
"Rua Maruim - Centro, Aracaju - SE",330,2,5,"
                  --
                ","
                            R$ 680.159
                    "
"Jabotiana, Aracaju - SE",314,5,5,5,"
                            R$ 660.000
                    "
Nossa Senhora do Socorro - SE,60,2,1,1,"
                            R$ 170.035
                    "
Barra dos Coqueiros - SE,250,4,5,4,"
                            R$ 1.700.150
                    "
"Ponto Novo, Aracaju - SE",140,4,3,1,"
                            R$ 469.000
                    "
"Avenida Augusto Maynard, 552 - São José, Aracaju - SE",300,3,3,2,"
                            R$ 600.000
                        
Preço abaixo do mercado

"
"Rua Doutor Silvio Cabral de Santana, 250 - Aruana, Aracaju - SE",360,4,5,4,"
                            R$ 1.900.000
                    "
"Avenida Augusto Maynard, 552 - São José, Aracaju - SE",300,3,3,2,"
                            R$ 600.000
                        
Preço abaixo do mercado

"
"Rua Doutor Silvio Cabral de Santana, 250 - Aruana, Aracaju - SE",360,4,5,4,"
                            R$ 1.900.000
                    "
"Rua Antônio de Pádua Araújo, 1 - Grageru, Aracaju - SE",252,4,2,4,"
                            R$ 580.000
                    "
"Rua João Carvalho de Aragão, 1 - Atalaia, Aracaju - SE",200,4,5,2,"
                            R$ 750.000
                    "
"Centro, Aracaju - SE",210,4,2,1,"
                            R$ 250.000
                    "
"Rua C, 30 - Aruana, Aracaju - SE",400,7,5,3,"
                            R$ 760.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.198
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,1,"
                            R$ 250.063
                    "
"Rua Aloísio Braga, 643 - Suíssa, Aracaju - SE",300,3,2,2,"
                            R$ 650.000
                    "
"Rua Jornalista Paulo Costa, 235 - Atalaia, Aracaju - SE",439,2,3,3,"
                            R$ 800.000
                    "
"Rua Riachuelo, 964 - São José, Aracaju - SE",420,4,3,3,"
                            R$ 900.000
                    "
"Santo Antônio, Aracaju - SE",120,5,3,2,"
                            R$ 400.000
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",500,2,2,4,"
                            R$ 1.600.079
                    "
"Jabotiana, Aracaju - SE",200,3,1,2,"
                            R$ 270.000
                    "
"Aruana, Aracaju - SE",350,4,2,4,"
                            R$ 430.000
                    "
"Rua Campo do Brito - Salgado Filho, Aracaju - SE",300,3,4,5,"
                            R$ 850.101
                    "
"Rua Sete, 55 - 17 de Marco, Aracaju - SE",10,2,2,2,"
                            R$ 180.000
                    "
"Avenida Augusto Franco, 3500 - Ponto Novo, Aracaju - SE",204,4,5,3,"
                            R$ 799.000
                    "
"Rodovia dos Náufragos, 8900 - Aruana, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.000
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.051
                    "
"Rua H - Aruana, Aracaju - SE",132,3,2,2,"
                            R$ 390.002
                    "
"Rua Vicente Mesquita, 125 - Atalaia, Aracaju - SE",480,5,8,3,"
                            R$ 1.200.000
                    "
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,3,"
                            R$ 180.003
                    "
"Rua Ribeiro Silva - Santos Dumont, Aracaju - SE",180,2,2,1,"
                            R$ 300.000
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.179
                    "
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,2,"
                            R$ 840.042
                    "
Jandaíra - BA,500,5,5,5,"
                            R$ 1.500.055
                    "
"Rua Comandante Guy Ulbricht, 7 - Atalaia, Aracaju - SE",300,3,3,3,"
                            R$ 698.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.137
                    "
"Rua Carlos Gomes - Farolândia, Aracaju - SE",180,3,1,1,"
                            R$ 315.063
                    "
"Ponto Novo, Aracaju - SE",150,5,3,2,"
                            R$ 395.000
                    "
"Rua João Mota dos Santos - Robalo, Aracaju - SE",200,3,4,2,"
                            R$ 1.050.051
                    "
"Coroa do Meio, Aracaju - SE",560,4,4,2,"
                            R$ 950.000
                    "
"Rua Frei Paulo, 0000 - Suíssa, Aracaju - SE",156,3,3,3,"
                            R$ 275.000
                    "
"Rua Santo Agostinho, 52 - Farolândia, Aracaju - SE",180,3,3,2,"
                            R$ 380.000
                    "
Nossa Senhora do Socorro - SE,78,3,1,1,"
                            R$ 150.010
                    "
Itaporanga D'Ajuda - SE,980,3,1,"
                  --
                ","
                            R$ 695.137
                    "
"Rua Manoel Andrade, 2010 - Coroa do Meio, Aracaju - SE",250,3,3,8,"
                            R$ 750.000
                    "
"Avenida Fábio José Cardoso Ramos - Aeroporto, Aracaju - SE",230,4,4,2,"
                            R$ 500.123
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",307,2,2,1,"
                            R$ 750.184
                    "
"Rua Santo Agostinho, 52 - Farolândia, Aracaju - SE",180,3,3,2,"
                            R$ 380.000
                    "
"Santos Dumont, Aracaju - SE",70,2,1,1,"
                            R$ 160.000
                    "
"Getúlio Vargas, Aracaju - SE",84,2,1,2,"
                            R$ 220.000
                    "
Barra dos Coqueiros - SE,93,3,2,2,"
                            R$ 300.031
                    "
Barra dos Coqueiros - SE,93,3,2,2,"
                            R$ 300.042
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.115
                    "
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
                            R$ 310.133
                    "
"Rua Joana dos Santos Aragão - Farolândia, Aracaju - SE",230,3,3,2,"
                            R$ 550.020
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",150,3,3,2,"
                            R$ 690.106
                    "
"Rua C - Aruana, Aracaju - SE",115,3,3,3,"
                            R$ 480.020
                    "
"Dezoito do Forte, Aracaju - SE",92,4,3,2,"
                            R$ 290.000
                    "
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",319,4,4,4,"
                            R$ 2.100.200
                    "
"Avenida Carlos Burlamarqui - Centro, Aracaju - SE",50,4,3,4,"
                            R$ 250.160
                    "
Barra dos Coqueiros - SE,93,3,2,2,"
                            R$ 300.027
                    "
"São José, Aracaju - SE",320,3,1,6,"
                            R$ 535.000
                    "
Barra dos Coqueiros - SE,150,3,3,2,"
                            R$ 750.124
                    "
"Rua Ferroviário José Matias de Siqueira, 82 - São Conrado, Aracaju - SE",10,5,4,"
                  --
                ","
                            R$ 495.000
                    "
"Rua A1, 1 - Mosqueiro, Aracaju - SE",500,4,3,4,"
                            R$ 850.000
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.191
                    "
Itaporanga D'Ajuda - SE,100,3,2,5,"
                            R$ 250.164
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.068
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.064
                    "
"Rua Seis, 0 - Soledade, Aracaju - SE",160,3,1,"
                  --
                ","
                            R$ 180.000
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.108
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.119
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.188
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.088
                    "
"Avenida Lions Club - Atalaia, Aracaju - SE",177,3,2,2,"
                            R$ 670.102
                    "
"Avenida São João Batista, 0 - Ponto Novo, Aracaju - SE",100,3,2,1,"
                            R$ 330.000
                    "
"Siqueira Campos, Aracaju - SE",99,3,1,2,"
                            R$ 900.000
                    "
São Cristóvão - SE,400,5,3,2,"
                            R$ 750.176
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.011
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.011
                    "
"Avenida Coelho e Campos - Santo Antônio, Aracaju - SE",200,4,2,1,"
                            R$ 3.500.121
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.147
                    "
"Rua B, 95 - Jabotiana, Aracaju - SE",160,3,2,2,"
                            R$ 390.000
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,4,"
                            R$ 540.171
                    "
"Avenida Augusto Franco, 3500 - Ponto Novo, Aracaju - SE",204,4,5,3,"
                            R$ 799.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.013
                    "
"Avenida Melício Machado - Aeroporto, Aracaju - SE",320,5,5,2,"
                            R$ 680.146
                    "
"Rua Coronel Elias Gonzaga, 154 - Dezoito do Forte, Aracaju - SE",125,3,1,1,"
                            R$ 210.000
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.012
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.161
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",470,4,1,4,"
                            R$ 2.100.172
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.139
                    "
"Rua Maria Genelícia Bomfim Costa, 555 - Aruana, Aracaju - SE",10,6,5,4,"
                            R$ 1.850.000
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.049
                    "
"Rua Aristides Bispo, 283 - Getúlio Vargas, Aracaju - SE",110,2,2,1,"
                            R$ 285.000
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.115
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.044
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.072
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.059
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.056
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.179
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.192
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.089
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.140
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.121
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.094
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.040
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.188
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.074
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.191
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.067
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.136
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.195
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.030
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.097
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.035
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.054
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.176
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.033
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.188
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.186
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.075
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.141
                    "
"Rua João Carvalho de Aragão - Atalaia, Aracaju - SE",420,4,3,5,"
                            R$ 580.092
                    "
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
                            R$ 310.096
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.115
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.081
                    "
"Inácio Barbosa, Aracaju - SE",80,3,2,2,"
                            R$ 330.000
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.042
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",170,3,3,4,"
                            R$ 545.135
                    "
"Avenida Via Oceânica - Centro, Barra dos Coqueiros - SE",440,4,5,4,"
                            R$ 2.100.074
                    "
"Rua Luiz Antônio Silveira Teixeira - Jabotiana, Aracaju - SE",92,3,3,2,"
                            R$ 450.191
                    "
"Rua Jordão de Oliveira - Atalaia, Aracaju - SE",105,2,2,1,"
                            R$ 310.051
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.101
                    "
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",170,2,3,3,"
                            R$ 180.129
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,3,"
                            R$ 650.162
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",250,2,2,3,"
                            R$ 380.154
                    "
"Rua Vereador João Calazans, 461 - Treze de Julho, Aracaju - SE",240,4,1,2,"
                            R$ 689.000
                    "
"Rua Doutor Silvio Cabral de Santana - Aruana, Aracaju - SE",350,4,5,4,"
                            R$ 1.200.079
                    "
