Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Rua Doutor Bezerra de Menezes, 1010 - Coroa do Meio, Aracaju - SE",270,2,3,"
                  1
                ","
                            R$ 350.000
                    "
"Avenida Presidente Tancredo Neves, 70 - Jabotiana, Aracaju - SE",140,3,2,"
                  1
                ","
                            R$ 280.000
                    "
"Rua Mato Grosso, 1 - Siqueira Campos, Aracaju - SE",110,3,2,"
                  1
                ","
                            R$ 260.000
                    "
"Rua Zaqueu Brandão, 736 - São José, Aracaju - SE",140,3,2,"
                  1
                ","
                            R$ 380.000
                    "
"Rua João Melo, 0 - Luzia, Aracaju - SE",120,2,4,"
                  2
                ","
                            R$ 325.000
                    "
"Rua João Carvalho de Aragão, 272 - Atalaia, Aracaju - SE",140,4,3,"
                  4
                ","
                            R$ 580.000
                    "
"Rua Sônia Alves Lopes, 2492 - Coroa do Meio, Aracaju - SE",190,3,4,"
                  3
                ","
                            R$ 694.900
                    "
"Rua Maria Cécilia dos Santos - Farolândia, Aracaju - SE",120,3,3,"
                  2
                ","
                            R$ 520.045
                    "
"Coroa do Meio, Aracaju - SE",195,4,3,"
                  5
                ","
                            R$ 650.000
                    "
"Rua Maria Cécilia dos Santos - Farolândia, Aracaju - SE",120,3,3,"
                  2
                ","
                            R$ 520.021
                    "
"Rua Doutor Yolando Vieira de Melo - Atalaia, Aracaju - SE",250,4,3,"
                  4
                ","
                            R$ 350.000
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.138
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,"
                  2
                ","
                            R$ 559.140
                    "
"Rua Padre Nestor Sampaio, 307 - Luzia, Aracaju - SE",300,4,3,"
                  4
                ","
                            R$ 790.000
                    "
"Rua Cabo Costa - Santo Antônio, Aracaju - SE",300,4,5,"
                  2
                ","
                            R$ 430.000
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,"
                  2
                ","
                            R$ 559.123
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,"
                  2
                ","
                            R$ 559.062
                    "
"Rua dos Estudantes - Getúlio Vargas, Aracaju - SE",230,5,5,"
                  4
                ","
                            R$ 540.005
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,"
                  2
                ","
                            R$ 559.085
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,"
                  2
                ","
                            R$ 559.025
                    "
"Rua Promotora Maria Anamira Amado Batalha Neta - 17 de Marco, Aracaju - SE",250,3,3,"
                  2
                ","
                            R$ 559.157
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.135
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.122
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.141
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.191
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.008
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.019
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.078
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.168
                    "
"Rua das Bromélias - Aeroporto, Aracaju - SE",200,3,2,"
                  1
                ","
                            R$ 490.031
                    "
"Rua Oliveira Ribeiro - Santo Antônio, Aracaju - SE",350,5,4,"
                  3
                ","
                            R$ 650.099
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.148
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.121
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.094
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.067
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.151
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.181
                    "
"Rua H - Aruana, Aracaju - SE",115,3,2,"
                  2
                ","
                            R$ 489.138
                    "
"Rua Doutor Bezerra de Menezes, 0 - Atalaia, Aracaju - SE",350,4,4,"
                  6
                ","
                            R$ 950.000
                    "
"Rua Fábio Souza Santos, 491 - Dezoito do Forte, Aracaju - SE",20,2,1,"
                  1
                ","
                            R$ 135.000
                    "
Nossa Senhora das Dores - SE,190,3,2,"
                  1
                ","
                            R$ 170.115
                    "
"Rua Carlos Gomes, 53 - Inácio Barbosa, Aracaju - SE",280,4,3,"
                  --
                ","
                            R$ 569.000
                    "
"Rua Ecologista Chico Mendes - Farolândia, Aracaju - SE",360,5,5,"
                  2
                ","
                            R$ 840.093
                    "
"Rua Heriberto Rezende Gois, 1169 - Coroa do Meio, Aracaju - SE",490,4,2,"
                  4
                ","
                            R$ 537.000
                    "
"Rua Dezessete, 9 - Santa Maria, Aracaju - SE",47,2,1,"
                  1
                ","
                            R$ 65.000
                    "
"Rua Doutor José Roberto Ribeiro, 170 - Grageru, Aracaju - SE",302,6,3,"
                  3
                ","
                            R$ 620.000
                    "
